Price (dollars),Length of Course (hours),Visibility (# views),Quiz Grade (average),"Surveys, Talleys, and Workbooks (percent)",Completed Quizzes (percent),Engagement Score,Teacher Comments (average),Number of Users,Certificates (percent),Collaborations (average),Discount (dollars),Graded Assessment (percent),Not-Graded Assessment (percent),Content (percent),External (percent),Interactive (percent),Company Rating (average),Company Administrators (percent),Company Instructors (percent),Company Learners (percent),companyid_words,courseid_num,Uses SCORM (yes/no),Milestone Course (yes/no),Engagement Bins
0,2.991944444,13,89,50,50,22,0,31,0,0,0,0,0,100,0,0,91,50,0,50,image,19938,0,0,Low
299.99,0.016944444,6,100,100,100,18,0,4,0,0,0,0,30,60,0,10,91,50,0,50,image,46536,0,1,Low
0,0.462777778,17,89,50,50,99,0,180,39.44444444,0,0,0,0,0,100,0,91,50,0,50,image,22685,1,0,High
0,42.43916667,1066,97,0,50,98,0,516,0,0,0,38.8,0,61.2,0,0,91,50,0,50,image,48809,0,0,High
0,1.072222222,24,89,50,50,65,0,2,0,0,0,0,0,100,0,0,88,33.3,33.3,33.3,implements,43529,0,0,High
0,6.675277778,135,89,0,0,89,1,37,0,0,0,28.1,0,71.9,0,0,88,33.3,33.3,33.3,implements,29497,0,0,High
0,4.016944444,115,89,0,0,85,1,37,0,0,0,36.5,0,63.5,0,0,88,33.3,33.3,33.3,implements,8771,0,0,High
0,5.252777778,165,89,0,0,95,1,37,0,0,0,34.5,0,65.5,0,0,88,33.3,33.3,33.3,implements,464,0,0,High
0,3.063888889,81,89,0,0,83,1,37,0,0,0,34.6,0,65.4,0,0,88,33.3,33.3,33.3,implements,6658,0,0,High
0,2.628611111,119,100,40,40,98,1,5,0,0,0,7.6,5.9,79.8,0,6.7,88,33.3,33.3,33.3,implements,30902,0,0,High
0,5.079722222,70,100,0,50,34,0,24,0,0,0,30,0,70,0,0,93,20,40,40,impulses,29050,0,0,Low
0,0.701388889,34,88,0,50,50,0,11,0,0,0,26.5,0,73.5,0,0,93,20,40,40,impulses,5586,0,0,High
0,69.1875,1681,85,0,50,44,0,300,0,0,0,21.5,0,59.7,0,18.8,93,20,40,40,impulses,20202,0,0,Low
39,34.78777778,422,78,0,50,67,1,28,0,2,0,13.5,0,73.9,0,12.6,93,20,40,40,impulses,25518,0,0,High
39,242.7022222,2553,91,0,50,76,0,241,0,32,0,12.9,0,77.4,0,9.7,93,20,40,40,impulses,15207,0,0,High
0,106.8041667,1923,83,0,50,69,0,314,0,16,0,17.1,0,71.8,0,11.1,93,20,40,40,impulses,43454,0,0,High
0,75.06888889,1908,77,0,50,49,1,387,0,0,0,15.3,0,72.7,0,12.1,93,20,40,40,impulses,14452,0,0,Low
0,24.28916667,389,86,0,50,43,1,67,0,0,0,9.8,0,64.5,0,25.7,93,20,40,40,impulses,41065,0,0,Low
39,77.17277778,2205,82,0,50,25,1,167,0,1,0,8.9,0,73.5,0,17.6,93,20,40,40,impulses,37631,0,0,Low
39,22.54916667,414,73,0,50,56,1,48,0,0,0,9.5,0,67.7,0,22.8,93,20,40,40,impulses,26624,0,0,High
39,34.56472222,178,90,0,50,28,0,26,0,0,0,11.3,0,77.7,0,10.9,93,20,40,40,impulses,1505,0,0,Low
39,44.93583333,873,66,0,50,32,1,154,0,2,0,17.7,0,65.8,0,16.5,93,20,40,40,impulses,48236,0,0,Low
0,13.70194444,435,78,0,50,28,0,129,0,1,0,14.7,0,74.9,0,10.3,93,20,40,40,impulses,32118,0,0,Low
0,15.20472222,464,77,0,50,41,0,123,0,0,0,15.7,0,63.1,0,21.1,93,20,40,40,impulses,3360,0,0,Low
39,18.56,411,72,0,50,68,1,45,0,0,0,11.9,0,72.6,0,15.5,93,20,40,40,impulses,28853,0,0,High
0,0.001111111,1,89,50,50,1,0,1,0,0,0,0,0,100,0,0,93,20,40,40,inaction,31230,0,0,Low
295,0.015277778,4,89,50,50,1,0,1,0,0,0,0,0,100,0,0,93,20,40,40,inaction,18057,0,0,Low
295,131.6247222,332,81,66.6,50,7,0,50,2,0,0.125,4.9,14.8,57,1.3,22,93,20,40,40,inaction,36847,0,0,Low
295,2.225555556,20,24,33.3,33.3,3,0,7,0,0,0,22.2,3.7,66.7,0,7.4,93,20,40,40,inaction,11457,0,0,Low
295,0.041666667,6,82,66.6,50,17,0,9,0,0,0,0,33.3,66.7,0,0,93,20,40,40,inaction,2221,0,0,Low
149,215.5983333,8984,93,50,50,66,0,117,0,0,0,5.4,1.8,53.3,0,39.5,93,20,40,40,inaction,920,0,0,High
295,46.36194444,1325,84,66.6,50,16,0,46,2.173913043,0,0,11.5,11.4,54.4,3.3,19.5,93,20,40,40,inaction,49115,0,0,Low
295,5.119444444,32,89,100,0,20,0,1,0,0,0,3.1,9.4,65.6,3.1,18.8,93,20,40,40,inaction,19975,0,0,Low
0,8012.3575,113589,93,33.3,50,77,0,5320,11.10902256,0,0,31.7,1.9,42.5,0,24,96,25,25,50,incentives,46490,0,0,High
0,411.6469444,20716,93,0,50,97,0,1349,26.38991846,0,0,10.1,0,89.9,0,0,96,25,25,50,incentives,37367,0,0,High
0,588.3555556,26818,93,0,50,96,0,1945,18.66323907,0,0,11.1,0,88.9,0,0,96,25,25,50,incentives,80,0,0,High
0,2104.478611,61961,90,0,50,87,0,2607,14.84464902,0,0,6.7,0,88.8,0,4.5,96,25,25,50,incentives,29617,0,0,High
0,8.263611111,226,89,50,50,13,0,16,0,0,0,0,0,46,54,0,89,50,0,50,inch,35511,1,1,Low
0,8.863611111,323,89,50,50,11,0,106,0,0,0,0,0,100,0,0,89,50,0,50,inch,4462,0,1,Low
0,8.054166667,218,89,50,50,13,0,24,0,0,0,0,0,52,48,0,89,50,0,50,inch,24906,1,1,Low
0,2.006388889,60,89,50,50,16,0,26,0,0,0,0,0,100,0,0,89,50,0,50,inch,421,0,1,Low
0,1.756111111,95,89,50,50,7,0,42,0,0,0,0,0,100,0,0,89,50,0,50,inch,39649,0,1,Low
0,1.222222222,24,89,50,50,38,0,3,0,0,0,0,0,45.8,54.2,0,89,50,0,50,inch,993,1,1,Low
0,0.471944444,29,89,50,50,80,0,5,0,0,0,0,0,0,100,0,89,50,0,50,inch,1959,0,1,High
0,0.221388889,39,89,50,50,66,0,1,0,0,0,0,0,5.1,94.9,0,89,50,0,50,inch,24961,0,0,High
0,1.335555556,49,89,50,50,8,0,25,0,0,0,0,0,100,0,0,89,50,0,50,inch,20823,0,1,Low
0,3.676666667,74,89,50,50,15,0,18,0,0,0,0,0,80,20,0,89,50,0,50,inch,10869,1,1,Low
0,0.179166667,15,89,50,50,71,0,5,0,0,0,0,0,40,60,0,89,50,0,50,inch,8074,1,1,High
0,0.436944444,30,89,50,50,85,0,3,0,0,0,0,0,100,0,0,89,50,0,50,inch,21730,0,0,High
0,2.491111111,45,89,50,50,23,0,11,0,0,0,0,0,74.1,25.9,0,89,50,0,50,inch,8474,1,1,Low
0,0.195555556,13,89,50,50,12,0,8,0,0,0,0,0,100,0,0,89,50,0,50,inch,19364,0,1,Low
0,10.04416667,264,89,50,50,8,0,51,0,0,0,0,0,75.8,24.2,0,89,50,0,50,inch,31206,1,1,Low
0,1.014444444,18,89,50,50,93,0,36,0,0,0,0,0,100,0,0,93,50,0,50,incredible,21192,0,0,High
0,2990.652778,50265,68,0,50,49,0,888,11.37387387,0,0,25.7,0,74.3,0,0,93,50,0,50,incredible,10348,0,0,Low
0,13.68,106,89,50,50,97,0,92,0,0,0,0,0,100,0,0,93,50,0,50,incredible,5731,0,0,High
0,13.22083333,256,89,50,50,99,0,203,0,0,0,0,0,100,0,0,93,50,0,50,incredible,14319,0,0,High
0,3.566388889,74,89,50,50,99,0,76,0,0,0,0,0,100,0,0,93,50,0,50,incredible,39811,0,0,High
0,2.990555556,109,89,50,50,99,0,105,0,0,0,0,0,100,0,0,93,50,0,50,incredible,21089,0,0,High
0,79.16388889,117,89,50,50,98,0,105,0,0,0,0,0,100,0,0,93,50,0,50,incredible,12628,0,0,High
0,2473.391111,45195,72,0,50,54,0,2207,14.13683734,0,0,25.5,0,74.5,0,0,93,50,0,50,incredible,31048,0,0,High
0,10.73472222,116,89,50,50,98,0,99,0,0,0,0,0,100,0,0,93,50,0,50,incredible,22899,0,0,High
0,8.7275,110,89,50,50,98,0,101,0,0,0,0,0,100,0,0,93,50,0,50,incredible,3495,0,0,High
0,6.954722222,147,89,50,50,99,0,103,0,0,0,0,0,100,0,0,93,50,0,50,incredible,49281,0,0,High
0,39.52388889,223,89,50,50,99,0,173,0,0,0,0,0,100,0,0,93,50,0,50,incredible,28012,0,0,High
0,0.071111111,11,89,50,50,68,0,47,0,0,0,0,0,45.5,54.5,0,86,33.3,0,66.7,indicator,17670,0,0,High
0,0.062222222,7,89,50,50,68,0,70,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,27623,0,0,High
0,0.330833333,13,89,50,50,53,0,289,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,47985,1,0,High
0,0.206388889,14,89,50,50,76,0,154,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,22258,0,0,High
0,0.038333333,5,89,50,50,80,0,127,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,8941,0,0,High
0,0.062777778,4,89,50,50,60,0,803,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,10554,0,1,High
0,0.358055556,5,89,50,50,74,0,65,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,44974,0,0,High
0,0.154722222,9,89,50,50,79,0,152,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,49191,0,0,High
200,1.2575,51,25,0,50,78,0,141,80.85106383,0,0,76.8,0,23.2,0,0,86,33.3,0,66.7,indicator,13553,0,0,High
0,0.037777778,4,89,50,50,83,0,1137,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,31385,1,1,High
0,0.237222222,17,89,50,50,63,0,248,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,41443,1,0,High
0,0.004444444,1,89,50,50,64,0,118,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,19022,0,0,High
0,0.023055556,1,89,50,50,74,0,86,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,39479,0,0,High
0,0.236666667,9,89,50,50,76,0,1729,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,33331,1,1,High
0,0.426388889,1,89,50,50,65,0,1426,0,0,0,0,0,0,100,0,86,33.3,0,66.7,indicator,11396,0,0,High
0,26.01305556,1096,88,0,50,80,0,333,0,0,0,15.2,0,65.4,0,19.3,90,50,0,50,industry,49026,0,0,High
0,28.46472222,1704,84,0,50,83,0,333,0,0,0,7.3,0,70.5,0,22.2,90,50,0,50,industry,3835,0,0,High
0,10.29527778,722,80,0,50,69,0,330,0,0,0,14.9,0,68.8,0,16.3,90,50,0,50,industry,49280,0,0,High
0,10.2175,412,80,0,50,83,0,332,0,0,0,15.6,0,67.3,0,17.1,90,50,0,50,industry,47861,0,0,High
0,1.525277778,46,73,0,50,96,0,29,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,19333,0,1,High
0,0.401944444,1,100,50,50,58,0,1,0,0,0,0,100,0,0,0,89,33.3,0,66.7,infinite,19398,0,0,High
0,11.81277778,132,76,0,50,60,0,32,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,24402,0,1,High
895,0.252777778,11,89,50,50,23,0,1,0,0,0,0,0,54.5,27.3,18.2,89,33.3,0,66.7,infinite,10795,0,0,Low
0,1.875,85,89,0,50,96,0,62,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,508,0,1,High
0,40.02444444,930,68,0,50,41,0,143,0,0,0,11.8,0,62.1,0,26,89,33.3,0,66.7,infinite,1050,0,0,Low
0,0,1,89,50,50,17,0,2,0,0,0,0,0,0,100,0,89,33.3,0,66.7,infinite,36506,0,0,Low
0,0.343333333,12,66,0,100,50,0,19,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,46035,0,1,High
0,0.135,5,89,50,50,40,0,3,0,0,0,0,0,0,100,0,89,33.3,0,66.7,infinite,12401,0,0,Low
0,0.740277778,10,89,50,50,48,0,6,0,0,0,0,0,95,5,0,89,33.3,0,66.7,infinite,9760,0,0,Low
0,2.740555556,32,82,0,100,55,0,22,0,0,0,18.8,0,0,81.2,0,89,33.3,0,66.7,infinite,21551,0,1,High
0,4.367222222,99,87,25,50,64,0,24,0,0,0,9.1,2,0,88.9,0,89,33.3,0,66.7,infinite,6471,0,1,High
0,6.078611111,235,90,0,50,90,0,19,0,0,0,88.3,0,11.7,0,0,89,33.3,0,66.7,infinite,5221,0,1,High
0,1.841666667,25,82,0,50,93,0,15,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,32776,0,1,High
0,0.791944444,24,79,0,50,92,0,28,0,0,0,100,0,0,0,0,89,33.3,0,66.7,infinite,17358,0,1,High
0,137.1127778,310,81,0,66.7,86,0,46,0,0,0,23.5,0,76.5,0,0,87,33.3,33.3,33.3,intelligences,38277,0,0,High
0,1897.453056,23878,78,0,50,71,0,481,10.6029106,0,0,51.3,0,48.7,0,0,87,33.3,33.3,33.3,intelligences,16016,0,0,High
0,341.3538889,5537,88,0,50,89,0,494,11.33603239,0,0,55.7,0,44.3,0,0,87,33.3,33.3,33.3,intelligences,26768,0,0,High
0,38.84277778,818,87,0,50,65,0,56,0,0,0,49.7,0,50.3,0,0,87,33.3,33.3,33.3,intelligences,35633,0,0,High
0,2.690277778,65,89,50,50,90,0,30,0,0,0,0,0,100,0,0,87,33.3,33.3,33.3,intelligences,23327,0,0,High
0,399.5994444,3519,83,0,50,89,0,597,8.542713568,0,0,23.4,0,76.6,0,0,87,33.3,33.3,33.3,intelligences,10089,0,0,High
0,41.33416667,412,82,0,50,87,0,59,0,0,0,49.9,0,50.1,0,0,87,33.3,33.3,33.3,intelligences,34342,0,0,High
0,49.51277778,711,88,0,50,84,0,81,0,0,0,49.7,0,50.3,0,0,87,33.3,33.3,33.3,intelligences,27389,0,0,High
0,125.6397222,2303,80,0,50,53,0,50,0,0,0,48.8,0,51.2,0,0,87,33.3,33.3,33.3,intelligences,40327,0,0,High
0,682.9319444,7814,81,0,50,86,0,716,10.05586592,0,0,50.6,0,40.4,0,9,87,33.3,33.3,33.3,intelligences,22091,0,0,High
0,249.3247222,946,84,0,50,59,0,80,0,0,0,39.2,0,44.2,0,16.5,87,33.3,33.3,33.3,intelligences,9831,0,0,High
0,571.0755556,9581,87,0,50,83,0,563,7.992895204,0,0,53.2,0,46.8,0,0,87,33.3,33.3,33.3,intelligences,39511,0,0,High
0,623.8441667,4649,88,0,50,86,0,500,14,0,0,55.8,0,44.2,0,0,87,33.3,33.3,33.3,intelligences,45392,0,0,High
0,8.946944444,178,89,50,50,88,0,48,0,0,0,0,0,100,0,0,87,33.3,33.3,33.3,intelligences,24907,0,0,High
0,2807.053333,66546,91,0,50,84,0,494,12.34817814,0,0,51.2,0,48.8,0,0,87,33.3,33.3,33.3,intelligences,104,0,0,High
0,0.041666667,2,89,50,50,50,0,2,0,0,0,0,0,0,100,0,89,33.3,33.3,33.3,investments,40500,1,0,High
0,0.076111111,3,89,50,50,50,0,2,0,0,0,0,0,0,100,0,89,33.3,33.3,33.3,investments,34497,1,0,High
0,0.242222222,16,89,50,50,87,0,4,0,0,0,0,0,43.8,56.2,0,89,33.3,33.3,33.3,investments,15902,1,1,High
0,0.111666667,5,89,50,50,75,0,3,0,0,0,0,0,20,80,0,89,33.3,33.3,33.3,investments,20295,1,1,High
0,222.5683333,4447,100,100,50,39,0,322,0,3,0,0,4.5,95.5,0,0,93,40,20,40,island,13748,0,0,Low
0,977.3147222,5621,100,100,50,9,0,249,0,0,0,0,2.6,97.4,0,0,93,40,20,40,island,176,0,0,Low
0,1528.635556,22011,87,50,50,23,0,910,0,2,0,6.8,2,80.8,0,10.4,93,40,20,40,island,5280,0,0,Low
0,84.00055556,2511,89,50,50,49,0,384,0,4,0,0,0,95.9,0,4.1,93,40,20,40,island,14878,0,0,Low
0,202.2722222,2693,100,100,50,39,0,432,0,7,0,0,4.1,95.9,0,0,93,40,20,40,island,6192,0,0,Low
0,1386.421667,21136,90,50,50,19,0,874,0,7,0,8.1,2.9,77.1,0,11.9,93,40,20,40,island,171,0,0,Low
0,182.8888889,4136,100,100,50,46,0,583,0,3,0,0,5.5,94.5,0,0,93,40,20,40,island,7648,0,0,Low
0,780.45,19389,82,0,50,25,0,919,0,6,0,6.6,0,86.9,0,6.6,93,40,20,40,island,6676,0,0,Low
0,215.2080556,4551,100,100,50,43,0,390,0,3,0,0,3.8,96.2,0,0,93,40,20,40,island,11828,0,0,Low
0,166.4975,1266,100,100,50,31,0,182,0,2,0,0,4.1,95.9,0,0,93,40,20,40,island,42970,0,0,Low
0,406.3022222,3464,100,100,50,30,0,475,0,3,0,0,3,97,0,0,93,40,20,40,island,15664,0,0,Low
0,577.2647222,13004,81,50,50,14,0,943,0,2,0,7.2,2.6,86.9,0,3.4,93,40,20,40,island,17737,0,0,Low
0,134.2480556,1321,100,100,50,40,0,217,0,0,0,0,4.1,95.9,0,0,93,40,20,40,island,24856,0,0,Low
0,3980.4225,37419,82,50,50,23,0,1790,0,8,0,6.7,2.8,83.9,0,6.6,93,40,20,40,island,38268,0,0,Low
0,40.49888889,953,100,100,50,34,0,185,0,0,0,0,3.6,96.4,0,0,93,40,20,40,island,20617,0,0,Low
0,3.448055556,12,89,50,50,88,0,10,0,0,0,0,0,100,0,0,95,25,25,50,jets,17412,0,0,High
0,42.59944444,57,89,50,50,90,0,45,0,0,0,0,0,100,0,0,95,25,25,50,jets,15428,0,0,High
0,11.88444444,96,89,50,50,97,0,69,0,0,0,0,0,100,0,0,95,25,25,50,jets,4145,0,0,High
0,33.86861111,71,89,50,50,94,0,57,0,0,0,0,0,100,0,0,95,25,25,50,jets,20240,0,0,High
0,37.52166667,118,89,50,50,97,0,82,0,0,0,0,0,100,0,0,95,25,25,50,jets,36528,0,0,High
0,23.94611111,66,89,50,50,86,0,31,0,0,0,0,0,100,0,0,95,25,25,50,jets,11675,0,0,High
299,0.109444444,12,100,100,50,1,0,3,0,1,2.99,0,0,100,0,0,95,25,25,50,jets,12136,0,0,Low
0,453.3111111,163,89,50,50,90,0,118,0,0,0,0,0,100,0,0,95,25,25,50,jets,45032,0,0,High
0,10.22055556,40,89,50,50,96,0,32,0,0,0,0,0,100,0,0,95,25,25,50,jets,5449,0,0,High
0,26.33833333,63,89,50,50,94,0,38,0,0,0,0,0,100,0,0,95,25,25,50,jets,3443,0,0,High
0,17.89222222,56,89,50,50,95,0,44,0,2,0,0,0,100,0,0,95,25,25,50,jets,28187,0,0,High
0,15.58916667,70,89,50,50,96,0,56,0,0,0,0,0,100,0,0,95,25,25,50,jets,49137,0,0,High
0,7.899444444,31,89,50,50,90,0,21,0,0,0,0,0,100,0,0,95,25,25,50,jets,45503,0,0,High
0,23.74277778,63,89,50,50,97,0,36,0,0,0,0,0,100,0,0,95,25,25,50,jets,34002,0,0,High
0,10.35861111,47,89,50,50,96,0,30,0,0,0,0,0,100,0,0,95,25,25,50,jets,22944,0,0,High
0,251.8436111,6232,89,50,50,66,0,1073,0,0,0,0,0,86.4,0,13.6,94,25,25,50,jigs,25112,0,0,High
1800,157.7705556,3549,89,50,50,42,2,53,0,1,0,0,0,85.1,0,14.9,94,25,25,50,jigs,5156,0,0,Low
0,164.095,3058,60,0,33.3,49,0,229,0,3,0,17.1,0,76.1,0,6.8,94,25,25,50,jigs,1089,0,0,Low
0,245.8055556,7589,93,0,50,46,0,281,0,2,0,15.6,0,80.9,0,3.5,94,25,25,50,jigs,27420,0,0,Low
5000,11170.51722,121213,79,33.4,66.7,22,1,2354,0,0,0,52.1,0,40.5,0,7.5,93,33.3,33.3,33.3,justice,42715,0,0,Low
0,520.5583333,5917,82,0,50,65,0,567,31.21693122,0,0,27.2,0,72.8,0,0,93,33.3,33.3,33.3,justice,7807,0,0,High
250,868.2119444,10873,81,0,50,45,0,64,0,0,0.021929,41.6,0,58.4,0,0,93,33.3,33.3,33.3,justice,26865,0,0,Low
80,1915.566389,20297,83,0,50,43,0,565,25.48672566,0,0,2.6,0,97.4,0,0,93,33.3,33.3,33.3,justice,18464,0,0,Low
200,242.4155556,1951,100,100,100,45,0,1646,0,0,0,0,0,100,0,0,93,33.3,33.3,33.3,justice,5670,0,0,Low
0,47283.92861,750071,80,0,50,38,0,4599,4.848880191,0,0,31.8,0,57.7,5.2,5.3,93,33.3,33.3,33.3,justice,42419,0,1,Low
0,731.3372222,7926,79,0,50,55,0,564,24.82269504,0,0,22.5,0,77.5,0,0,93,33.3,33.3,33.3,justice,47594,0,0,High
45,1898.327222,37927,77,0,66.7,28,0,3128,0,0,0.022282,24.9,0,75.1,0,0,93,33.3,33.3,33.3,justice,3791,0,1,Low
0,4.051111111,126,89,50,50,80,0,84,0,0,0,0,0,100,0,0,93,33.3,33.3,33.3,justice,48955,0,0,High
0,0.945277778,75,23,0,50,11,1,13,0,0,0,14.7,0,21.3,17.3,46.7,93,33.3,33.3,33.3,justice,40169,0,0,Low
0,4441.443056,44359,78,0,50,33,0,574,24.73867596,0,5,22.9,0,77.1,0,0,93,33.3,33.3,33.3,justice,46093,0,0,Low
1000,3645.373056,45027,78,0,50,20,0,1998,0,0,0,45.5,0,50.1,4.4,0,93,33.3,33.3,33.3,justice,25445,0,0,Low
500,2106.214167,21795,79,0,50,41,0,570,21.92982456,0,0,20.4,0,79.6,0,0,93,33.3,33.3,33.3,justice,13921,0,0,Low
0,3.655,56,89,50,50,50,0,10,0,0,0,0,0,95,0,5,88,50,50,0,keys,625,0,0,High
0,0.823611111,88,89,100,0,23,0,8,0,0,0,0,1.1,88.6,0,10.2,88,50,50,0,keys,9327,0,0,Low
0,0.045833333,4,100,33.3,33.3,78,0,2,0,0,0,50,0,50,0,0,88,50,50,0,keys,43,0,1,High
0,0.1175,3,89,50,50,26,0,8,0,0,0,0,0,100,0,0,88,50,50,0,keys,36137,0,0,Low
0,2.687777778,125,89,50,50,23,0,13,0,0,0,0,0,82.1,0,17.9,88,50,50,0,keys,4526,0,0,Low
0,2.659166667,77,89,50,50,65,0,9,0,0,0,0,0,100,0,0,88,50,50,0,keys,5140,0,0,High
0,1.264166667,33,89,50,50,95,0,8,0,0,0,0,0,100,0,0,88,50,50,0,keys,39589,0,1,High
0,0.800277778,83,89,100,0,31,0,11,0,0,0,0,1.2,92.6,0,6.2,88,50,50,0,keys,36056,0,0,Low
0,0.887222222,18,100,100,50,49,0,3,0,0,0,0,0,94.4,0,5.6,88,50,50,0,keys,38346,0,0,Low
0,0.898611111,46,89,50,50,77,0,10,0,0,0,0,0,100,0,0,88,50,50,0,keys,15234,0,1,High
0,16.59416667,324,75,50,50,21,1,118,0,0,0,0,7.2,90.9,0,2,88,50,50,0,keys,31168,0,0,Low
0,4.806666667,287,100,75,75,50,0,11,0,0,0,1.4,8.3,59.6,0,30.7,88,50,50,0,keys,7845,0,0,High
0,0.606388889,31,89,50,50,34,0,6,0,0,0,0,0,83.9,0,16.1,88,50,50,0,keys,30994,0,0,Low
0,1.459722222,24,89,50,50,88,0,5,0,0,0,0,0,91.7,0,8.3,88,50,50,0,keys,273,0,0,High
0,0.785,42,89,50,50,92,0,9,0,0,0,0,0,100,0,0,88,50,50,0,keys,33145,0,1,High
0,3.989722222,118,89,50,50,90,0,35,0,0,0,0,0,100,0,0,84,100,0,0,lane,3863,0,0,High
0,5.794444444,225,89,50,50,97,0,133,0,0,0,0,0,100,0,0,84,100,0,0,lane,36669,0,0,High
0,4.286111111,122,89,50,50,89,0,50,0,0,0,0,0,100,0,0,84,100,0,0,lane,25389,0,0,High
0,13.46555556,520,89,50,50,78,0,53,0,0,0,0,0,100,0,0,84,100,0,0,lane,13752,0,0,High
0,10.70555556,194,89,50,50,83,0,54,0,0,0,0,0,100,0,0,84,100,0,0,lane,36462,0,0,High
0,5.705555556,201,89,50,50,85,0,36,0,0,0,0,0,100,0,0,84,100,0,0,lane,19499,0,0,High
0,3.353888889,93,89,50,50,97,0,33,0,0,0,0,0,100,0,0,84,100,0,0,lane,23558,0,0,High
0,2.823611111,85,89,50,50,98,0,59,0,0,0,0,0,100,0,0,84,100,0,0,lane,6722,0,0,High
0,16.13444444,542,89,50,50,77,0,46,0,0,0,0,0,100,0,0,84,100,0,0,lane,43622,0,0,High
0,7.511111111,295,89,50,50,76,0,43,0,0,0,0,0,100,0,0,84,100,0,0,lane,5374,0,0,High
0,44.62416667,2356,89,50,50,39,0,91,0,0,0,0,0,100,0,0,84,100,0,0,lane,5425,0,0,Low
0,6.4275,357,89,50,50,47,0,11,0,0,0,0,0,100,0,0,84,100,0,0,lane,18437,0,0,Low
0,14.22888889,659,81,0,50,64,0,44,47.72727273,1,0,9.3,0,90.7,0,0,84,100,0,0,lane,4030,0,0,High
0,14.21888889,495,89,50,50,65,0,76,0,0,0,0,0,100,0,0,84,100,0,0,lane,13066,0,0,High
0,10.59027778,322,89,50,50,89,0,66,0,0,0,0,0,100,0,0,84,100,0,0,lane,24457,0,0,High
150,0.030555556,5,89,50,50,50,0,1,0,0,0,0,0,100,0,0,80,33.3,33.3,33.3,lantern,28540,0,0,High
100,0.795833333,37,93,40,60,8,0,11,0,1,0,13.5,0,73,0,13.5,80,33.3,33.3,33.3,lantern,4828,0,0,Low
100,1.835277778,4,89,50,50,11,0,2,0,0,0,0,0,75,0,25,80,33.3,33.3,33.3,lantern,34324,0,0,Low
150,0.004166667,2,89,50,50,50,0,1,0,0,0,0,0,100,0,0,80,33.3,33.3,33.3,lantern,6806,0,0,High
100,0.013888889,1,89,50,50,8,0,1,0,0,0,0,0,100,0,0,80,33.3,33.3,33.3,lantern,32074,0,0,Low
39.99,0.001666667,2,89,50,50,17,0,1,0,0,0,0,0,100,0,0,80,33.3,33.3,33.3,lantern,23454,0,0,Low
895,0.939444444,52,100,0,50,25,0,4,0,1,0,7.7,0,48.1,9.6,34.6,100,100,0,0,leaks,34706,0,0,Low
895,0.1325,2,89,50,50,12,0,1,0,0,0,0,0,50,0,50,100,100,0,0,leaks,47396,0,1,Low
0,0.361111111,32,100,0,100,31,0,4,0,0,0,3.1,0,46.9,18.8,31.2,100,100,0,0,leaks,32830,0,0,Low
0,34.71388889,681,96,50,50,42,0,42,0,0,0,14.3,13.1,71,0,1.6,90,50,25,25,leapers,12135,0,0,Low
0,20.70888889,504,87,57.2,57.1,52,0,17,0,0,0,37.9,4.5,54.9,2.7,0,90,50,25,25,leapers,20391,0,0,High
0,1.578333333,68,91,57.2,57.1,50,0,4,0,0,0,26.5,20.6,42.6,10.3,0,90,50,25,25,leapers,39197,0,0,High
0,173.9758333,2245,90,50,50,54,0,152,0,0,0,16.7,12.2,69.6,0,1.5,90,50,25,25,leapers,44742,0,0,High
0,3.756666667,36,97,40,60,33,0,3,0,0,0,27.3,3,69.7,0,0,90,50,25,25,leapers,43905,0,0,Low
0,39.70777778,613,93,50,50,49,0,28,0,0,0,27.3,3.5,69.1,0,0,90,50,25,25,leapers,4858,0,0,Low
0,2.675277778,29,98,40,60,50,0,2,0,0,0,34.5,3.4,62.1,0,0,90,50,25,25,leapers,16951,0,0,High
0,1.705833333,119,94,57.2,57.1,50,0,8,0,0,0,25.5,26.8,40.3,7.4,0,90,50,25,25,leapers,2250,0,0,High
0,78.60888889,1334,94,40,60,44,0,77,0,0,0,23.2,3.4,73.5,0,0,90,50,25,25,leapers,42841,0,0,Low
0,54.43638889,1236,92,50,50,32,0,57,0,0,0,17.5,11.7,70.8,0,0,90,50,25,25,leapers,14412,0,0,Low
0,1.700555556,56,91,40,60,33,0,6,0,0,0,30.4,3.6,66.1,0,0,90,50,25,25,leapers,48148,0,0,Low
